features,instrument_family,instrument_source
"[671.2373024829592, 77.91091458897031, 36.96299156269612, 45.32332368104233, 30.09781040884681, 21.819352065926704, 16.496166243652613, 12.530849547526097, 10.281790762865064, 8.5418397989001, 7.006180942610489, 6.254445590887765, 5.785989246447787, 329.81885274850333, 0.4680196114511266, 0.014133029513888888, 397.9711377442532, 709.1393849206349, 21.054193301020273, 0.6908752819913757, 133.92857142857142, 5595.4501953125]",0,2
"[499.7567028792601, 35.31436794145986, -0.48485524479103626, -2.6920193806474497, -7.487209843629262, -10.557069860967145, -9.90989171412367, -11.51247483237182, -11.84711350605871, -11.531637599832443, -10.260238043708608, -10.382551779970854, -11.176507760937612, 510.6746789205654, 0.10388370079140749, 0.04159691220238095, 437.23391021002874, 705.6671626984127, 26.360507205193574, 0.015568893854003214, 117.1875, 1440.14111328125]",4,1
"[751.3113404780078, 76.26035251599757, -44.18255805825707, 26.303900534354256, -16.520028299784144, -8.03200511042214, -0.7957025031713874, -11.039845952921908, -10.904701476374994, -11.672639528346258, -14.129555950286573, -18.447282051204557, -11.65067862204884, 888.930906670389, 0.13194133879398387, 0.03730313740079365, 1016.431878469988, 1873.325892857143, 28.059756708515277, 0.7634309819997288, 110.29411764705883, 6479.0146484375]",8,0
"[669.4777934978869, 124.05042048218884, -51.11877407389092, -48.2303696964164, -24.848997706549248, -34.024852504269745, -22.012126679288208, -14.362205724564793, -18.055948847022815, -19.170781623029324, -15.542059460605754, -10.083919499246237, -12.121307618569032, 583.0641456389435, 0.141514695025128, 0.053121899801587304, 346.46744278244563, 840.5877976190476, 26.4473152707196, 0.40716903949654143, 187.5, 6641.72412109375]",1,0
"[615.8816821346006, 64.11436604666638, -4.678295480862186, -6.137143319302546, -12.039102563582295, -15.125625700033284, -5.158485890559261, -2.9460837336714913, 6.430660779553917, 1.3278719456889034, -12.249199802166853, -8.312239508054144, -16.562367812630693, 1477.2146815337853, 0.17727276761014554, 0.14555431547619047, 1178.9438036453002, 2398.375496031746, 28.4379544833763, 0.5896483458124325, 144.23076923076923, 1806.451171875]",3,0
"[750.089486094506, 125.1207944148783, -43.07217859561308, 42.503108772812254, 25.352350065353104, -7.812893193665353, 2.505949060969139, -6.262992136900349, -4.41146686778352, -4.3133733742615545, -6.589121382957373, -10.016011156587073, -12.90942319592235, 541.7101868236807, 0.14239579981501493, 0.03076171875, 631.1865370516596, 1198.4747023809523, 24.921622614082445, 0.6679301537113977, 144.23076923076923, 7949.26806640625]",6,1
"[599.7205353057117, 30.689397527010378, -36.26425329304867, 35.462394036575134, 18.420317374359232, 3.262489219962106, 6.227972284722401, -0.49567202612983047, 39.146677736375416, 13.540520484264276, -41.51712373956024, -12.285629174085205, -0.11094429337816791, 1605.061473852425, 0.08736298220043617, 0.19246419270833334, 621.5428385716451, 2385.2306547619046, 29.720030128985876, 0.7658300876565451, 110.29411764705883, 4898.6904296875]",6,1
"[689.1069439029579, 36.40259057571999, -19.397329821984556, 30.618261990429364, -18.77237049626713, 17.366408814714436, -24.226101800157476, -1.5564166880259314, -14.120231098688699, -5.15224771402082, -21.957489994737703, 16.976788545006823, 32.08297381496224, 1566.8518184771735, 0.11619681263762976, 0.15544007316468253, 1173.661415597821, 3058.28373015873, 30.330362493471295, 0.5543206468771591, 156.25, 7640.96826171875]",6,1
"[506.16085915449526, 1.008130839759115, 10.779463841040636, 9.325636809866836, -5.04282126805956, -2.878954471825495, 4.075701770641681, -3.169112434413323, 5.980337771008374, 3.6645013168802225, -7.589975071723413, 0.04334535993741514, -1.086740645262133, 963.6704056759241, 0.10290885977435035, 0.11515299479166667, 558.104704981211, 1647.6934523809523, 10.550045446073007, 0.5030847501177853, 104.16666666666667, 1271.2711181640625]",0,2
"[633.9175109727136, 67.96107704490888, -24.996737696548468, 12.893362947042492, -11.209826502471055, 3.8016068120250086, -6.911457778173512, -0.18458372334180836, -0.4105954552637516, 4.104554836389089, -4.392938974970246, 1.891636338758689, -2.0045246925379825, 1263.7911945644646, 0.4132704786337105, 0.11290147569444445, 1134.207883547896, 2454.5510912698414, 25.472829805354852, 0.2400542877420753, 117.1875, 614.8026123046875]",9,2
"[563.1367551185496, -22.99921753532133, 9.78774547481483, 8.248316709815628, -12.638243510918874, 2.9428291142169773, 9.553613492173138, -24.75495409855529, 22.006074637727856, -14.192901683345132, -5.479532359252206, 14.074180373800125, -16.35337217130632, 2880.098294335596, 0.08254037701612783, 0.333709232390873, 629.6186779224101, 2773.685515873016, 29.083749621851528, 0.17955662221232083, 78.125, 16662.435546875]",2,2
"[501.5921049973698, -16.269117660849833, -3.12130137320844, 8.544257697548485, 25.624986959582138, -7.498931981846096, -11.369738280084617, 30.821116630347067, 3.7863477594962767, -5.5844713681880895, -4.627586846548278, 39.16736691054327, -19.675217861785924, 2879.6247503042455, 0.11847191060772642, 0.3662496899801587, 1597.016935336125, 4518.477182539683, 31.023419759996482, 0.24231717351370072, 117.1875, 9270.767578125]",6,1
"[485.21541174542176, -20.74097868135981, -8.248903104336462, -8.415579836489242, -3.771502422464696, 10.697310546490757, -1.8547167898285313, -20.513087548370454, 1.9394012370228233, 50.222712176467994, 17.402821936701844, -32.648575007193834, -6.337438314749654, 2195.9491228129114, 0.0978100270235158, 0.27739025297619047, 993.1926007468128, 2710.999503968254, 41.53269264880562, 0.05316339138308185, 0.0, 6815.39501953125]",0,2
"[480.0775247093194, 14.53892332449813, 9.989448376718071, 9.18404866379792, 9.434547764763854, 9.672519301077923, 6.975550727994889, 1.9733371692785444, -2.1434356477869563, -3.0020005485864973, -3.008928144242584, -4.104302423601718, -7.7547428844808355, 449.3022023292754, 0.11600132416221756, 0.01927548363095238, 783.7914087808265, 813.3680555555555, 24.422072042696826, 0.0037843392744636535, 0.0, 1000.3753662109375]",5,0
"[818.6428929017662, -29.281463682078705, -12.478661623878969, -6.704275243301025, -15.959305193775954, -7.377244331179697, -9.529015402614771, 9.316870371052053, 17.825781194047522, 19.433937523873922, -20.519694391002908, -26.757866482098457, -19.955822719395144, 2378.5964119638943, 0.09527619485079251, 0.19275096106150794, 1541.1265497502607, 4335.627480158731, 29.964728776595294, 0.2754141884800205, 117.1875, 8720.669921875]",0,2
"[612.7243744626854, -3.7910848692451755, -15.038999182275065, 2.891139009233361, 1.3577103065345013, 23.546823003531728, 26.058286724459695, 26.552046670734466, -12.433679872137905, -21.513312118301396, 0.08062841970469616, 32.86428533675041, 25.452627301422538, 1433.142510606962, 0.14349617210502247, 0.12062096974206349, 1156.7367243086671, 1842.7579365079366, 27.83424499795005, 0.44743873265876405, 117.1875, 11622.1865234375]",7,0
"[717.2154627222023, 39.65598585890886, -31.30437717344029, -25.32262224846661, -45.41129770327923, 20.006396872624393, 6.418399725627208, -28.740756129648418, -2.440473509928396, -11.766353561786739, -3.861488085491146, -8.011824418688422, -10.99092791651763, 1278.238224973351, 0.1619481067646182, 0.10036117311507936, 1201.2980615145514, 2343.998015873016, 29.018096419623127, 0.8253909536367517, 144.23076923076923, 4639.07421875]",10,0
"[831.5300462430083, -22.45695462260772, -1.1047675294468766, -0.18361159490219756, -9.963303180187959, -5.344772630814278, -13.931513857423374, -5.677627320215397, -8.868904597208202, -2.7935645680709023, -5.298467125768735, -5.931856558175433, -15.456087735561816, 1919.4318597206905, 0.1084755256145115, 0.1018918960813492, 1575.1962149836102, 3868.1175595238096, 29.477532929376597, 0.5317505748601302, 156.25, 9048.462890625]",0,2
"[638.4154020920298, -56.240055161767266, -3.8834816067197706, -20.15565762994519, -13.949409292075767, 6.440409724624519, 27.037450353693416, 1.2794645958594213, -34.54795100566597, 6.2704204093194535, 1.6350547929460506, -20.118923558657016, 10.727389366332558, 2247.297352686898, 0.1526544327294537, 0.2706395709325397, 1457.4657769597266, 2892.4851190476193, 42.56232606544556, 0.4073262654615633, 40.76086956521739, 8553.337890625]",5,1
"[482.5238586969159, 10.97605378696763, -1.6651106393229476, -8.588938512033678, -12.235601319415647, -8.018731451494311, 1.8384471675682807, 10.627049592040136, 12.273227651931164, 7.273648222196177, -2.950932672538553, -12.206195653979243, -11.69588703424794, 1246.9468192857146, 0.09477159723436734, 0.0814422123015873, 976.6671577614387, 1999.4419642857142, 22.461209033046565, 0.0031496756876367256, 0.0, 910.7562255859375]",3,1
"[673.0772119451443, 29.90877023279413, -25.16166409139945, -28.306453254794835, -39.871474538843884, 9.172684568256637, 5.737418699063095, -24.857058795955602, 0.021587564563250186, 12.700273943180257, 24.019914551051528, 37.8050284349466, 8.625787247487258, 1244.4557893920685, 0.10574395656934005, 0.09320746527777778, 1160.5786686250833, 1916.046626984127, 27.928540289012993, 0.753962410229235, 81.52173913043478, 4485.701171875]",10,0
"[511.1817128045198, -13.091768651996853, 4.018127309134306, 10.816301482218647, -7.9767098590024785, 2.566862054203808, 12.105184320060681, -14.42780256421928, 13.272570818477142, 3.266944064951059, -9.7103944691122, 17.690167811886102, -5.432974856843308, 2608.479953080394, 0.08863677228870481, 0.3091827876984127, 451.819325870987, 2599.1443452380954, 30.542745322069152, 0.01667291825040619, 0.0, 4893.7451171875]",6,1
"[480.7221799886746, 43.98706234372539, 40.530448298653376, 37.77474422795925, 33.76777546080311, 30.456584390112866, 26.950282838937294, 23.81466750200035, 20.658746760206675, 17.988972138415185, 15.75672639440132, 14.33650982270975, 13.01654777609155, 738.5360674303992, 0.4415423937523705, 0.03391229538690476, 695.428738631087, 1314.174107142857, 20.96874368540093, 0.03907436767710271, 0.0, 2900.2783203125]",0,2
"[546.8771803940379, 9.554491561552185, 5.7794908506431995, 3.2676430184302374, 0.43211043608828353, -1.1563215927245751, -3.404626346549043, -4.191749312308282, -5.196280726237609, -5.262964565336713, -5.964189327554195, -5.8679157201608945, -6.1813842880444865, 425.97218890911273, 0.056016131762870465, 0.025410001240079364, 412.03464843594656, 678.5094246031746, 25.050330264850427, 0.08656344069647538, 0.0, 1330.23193359375]",0,2
"[839.3449275213765, -24.634610681882354, -2.306360438604149, 12.518012712560584, -12.016493448459846, 6.382574261328104, -8.029327161977651, -3.1909769644945776, -8.358169092026705, -4.867087808589801, -8.423854290291239, -5.627814481805514, -19.41771186301568, 2199.0281432676757, 0.1935783609856318, 0.09598989335317461, 2073.0604826361537, 4843.5639880952385, 35.909195562913844, 0.5651752312974367, 125.0, 6436.6005859375]",0,2
"[476.78140863516336, 37.8477554478731, 23.135750998110325, 16.23466378429448, 5.581765478253563, 6.801810257213622, 1.5365063976144278, -1.393697351106795, -0.7495383708326961, -4.731189983536117, -6.040783353649415, -8.278562689008405, -10.81097664469206, 368.85989714023685, 0.12743635906254003, 0.022348555307539684, 504.8974897729893, 525.1116071428571, 23.38796708822045, 0.01866749918331926, 0.0, 1531.408447265625]",4,1
"[531.6079482924479, 27.67046960602145, 4.519441709108736, -3.119472369759537, -34.86392092635145, -12.055271654728664, -17.950897255615065, -5.0710965211537316, 14.892541862306546, -14.455016062861068, -13.44707189842381, -30.412640798648667, -25.90195256451348, 1550.4847306344752, 0.11367650164969785, 0.23645988343253968, 1243.1736683616987, 3026.4136904761904, 37.80388836225732, 0.1529581708479226, 0.0, 3952.049560546875]",6,1
"[537.1592022654385, 28.940648632682716, 24.087635472437768, 18.99755720049827, 14.056014708582811, 8.81450190914199, 3.7402235729838034, -0.3821149965115643, -3.732659262121901, -7.157999550555571, -10.610354098308875, -13.13845953265207, -14.466151477245067, 1031.2704223158628, 0.16045049318409874, 0.039031498015873016, 1115.2252154057871, 1851.5625, 22.325886534729207, 0.003412890455493138, 0.0, 1629.1046142578125]",5,0
"[592.1781371861019, 30.21823235898934, -19.589525372269783, -2.811416389677133, -2.3510412223656845, 0.6959731639752114, 8.572456310710404, 33.91226841050711, 42.7948362279584, 13.758628665997062, -24.201762001775414, -29.22174546426339, -1.4235563871321621, 1164.6178313894975, 0.12347262021573782, 0.1023956783234127, 875.9073399529736, 1618.1795634920634, 26.36494790057922, 0.4783117112208969, 75.0, 6772.45751953125]",7,0
"[446.2191310905066, -23.7025213191247, 1.1057808952530965, 6.506151917507851, -7.934775959708942, 4.184465171520662, -0.21728399890789787, 3.4557573894679607, -6.575874023706024, -1.6644582882121577, 5.5479252457082255, 2.6951965343870707, -8.533437496414514, 3171.429628505251, 0.17048560836757054, 0.42749410962301587, 1047.9646428762057, 4465.401785714285, 23.59602595530855, 0.06529129933569808, 0.0, 835.980712890625]",3,2
"[814.5013086184285, 158.95103520379033, -2.3241681966250494, 25.38514134656121, 7.213472579379418, 4.32141960127336, -21.203670801700987, 3.3375559357056943, -6.001956534842012, -2.061100916278936, -3.2932740496862847, -10.313904537421145, -14.838934197359386, 774.3331235866157, 0.34671261543471177, 0.04334464905753968, 1073.061468388179, 1470.734126984127, 20.554026724068972, 0.45911333916115615, 104.16666666666667, 4453.04443359375]",7,0
"[552.1778893987838, 9.008777952758793, 3.328713004088074, 2.852485197319366, 1.052119618389199, 0.476899257524676, -0.09112547936520127, -0.21579066105205616, -0.6045354275784508, -0.6857954839650648, -0.8058212955942837, -0.9851543183661052, -1.279010272935126, 51.837498071620665, 0.027825146925755155, 0.0030033172123015875, 82.53429169989313, 58.34573412698413, 21.260394685114356, 0.0008224377758943928, 0.0, 589.1124877929688]",0,2
"[670.7219851212782, 99.42608212859467, -14.681618203113969, 32.514570909303565, 22.349860167554382, 20.789219812637544, 22.77062765980021, -0.0382243259605044, 8.02946789535279, 14.118662347251215, 2.010618431807259, 0.2834667070007168, 8.974004312252061, 591.2005408384559, 0.3985085520694674, 0.024262927827380952, 879.0759810395396, 1413.4424603174602, 21.142309725413064, 0.5417564967692313, 117.1875, 2706.081787109375]",4,1
"[611.5072407094748, -59.489390108166866, -24.635433164401576, 8.542179585477871, -26.87670898105237, 7.24403180242502, 0.27614200552693263, 63.73181468301373, 31.39839633560413, 10.492699037068709, -66.49561613130088, -16.00610570869827, 36.473940064278324, 1895.6880072839203, 0.124711835724091, 0.15883866567460317, 1174.0845217938006, 3234.437003968254, 35.113964970629716, 1.4156632709794565, 20.604395604395606, 6588.5087890625]",10,2
"[679.0427851861924, 71.25521654704096, 3.4385705520775054, 34.795667902007246, 11.278510055295927, -2.321268022202266, 7.793352144704236, -1.3072449871660803, -8.901439598500998, -4.7520248728591366, -8.596560327536917, -4.1074905492132645, -7.300316100085106, 651.9799058398729, 0.11260133429160328, 0.0413023933531746, 619.3617871071282, 1077.4429563492063, 28.840802227201124, 0.6130837442864874, 110.29411764705883, 7444.68896484375]",6,1
"[623.8208410616623, 21.65230739711482, 8.46578090672177, 35.878287286702594, 21.83681461717093, 23.249733653976612, 16.710093841480564, 17.7502347887293, 12.410440721916379, 12.918909212044838, 7.7258069731811805, 7.628690812316453, 2.56831451087067, 729.2188519212551, 0.2304794525738684, 0.014663938492063492, 1276.2951718752097, 1801.4632936507937, 23.171743234858088, 0.14432704806350266, 117.1875, 1862.71630859375]",4,1
"[591.8011741565444, 82.23120607510361, 53.941083736214615, 58.36235927493302, 49.36088272336687, 29.61251506816858, 24.117071550885026, 17.204332122999165, 5.930251372322687, 3.6503578926374183, 2.163652326545509, -5.7861765771902105, -9.628076852374155, 249.69429888952908, 0.14337196625765122, 0.017353360615079364, 296.1892803917697, 373.57390873015873, 26.598358884796333, 0.2677661551687585, 117.1875, 9295.1845703125]",6,1
"[575.399102059531, 21.990302271385204, 15.949818286528858, 12.82944600170424, 9.469938351857095, 6.310110509211531, 3.9910069371834997, 2.311153772455596, 1.107197530391012, -0.4071855784777137, -2.1823814774717176, -4.165073976575837, -6.126298492184628, 1014.0278045323572, 0.15673834433791436, 0.030707465277777776, 1236.81561599735, 2084.7594246031745, 22.444196754032788, 0.014777362915847633, 0.0, 2430.23291015625]",4,1
"[631.828771847759, -28.62075583103812, -17.263124927860456, -9.6712832183666, -19.257472691843414, 3.9297468366012174, 24.1986266414009, 45.76539078297633, 15.459648259539524, -25.755510348980682, -43.45667628019671, 5.858442156357606, 42.732377575803184, 1711.7067423288088, 0.11915157698476464, 0.09894670758928571, 1155.5848465990819, 2473.8343253968255, 39.48587909838165, 0.7454350343736017, 0.0, 12836.2314453125]",10,2
"[528.0293234013093, 4.412700934919245, 1.0366790136203905, 0.6193492576267119, -0.647737560035745, -1.4485440417419786, -2.3546564298761163, -2.1410695991342372, -1.2157445795074184, 0.2125094624417386, 0.766199824944128, 1.2170864263641277, 1.865637677156185, 333.18053266123854, 0.030490107935647583, 0.01358274429563492, 261.9743469826422, 561.1979166666666, 14.094880994972549, 0.00020501726260826805, 0.0, 357.77374267578125]",0,2
"[903.461822917085, 44.19660957275229, -4.795261357153694, 16.273022729640203, -1.4285654981718166, 4.474603878050256, -6.737852992161987, 0.5328814769228426, -7.686471904602867, -0.5908586124093177, -8.52508775227508, -1.8117489201937167, -8.931759481070587, 1262.5354626919582, 0.18077325740459868, 0.024417937748015872, 1487.176621832836, 3005.0843253968255, 28.31558689827738, 0.44784768488683896, 133.92857142857142, 9465.5498046875]",0,2
"[807.9583733547299, 152.51717590045203, -11.557789392187464, 18.603018751092275, 0.6738369470312273, -12.0233578527235, -8.520114665508538, 0.5707383792646841, -4.901538022906901, -4.429605274459974, -11.649076168979082, -4.4622668517789315, -3.863083565660565, 746.8915664030377, 0.22998185668948773, 0.04286024305555555, 950.3392929227659, 1255.1463293650793, 25.23438076105766, 0.6788036329717703, 98.6842105263158, 6333.41162109375]",8,0
"[574.8786960641452, 39.47244813831365, -1.3314662847407361, 6.277191616892022, 11.748608010956811, 4.769074331737344, -3.064119306712292, -7.469378787421649, -12.389218144341292, -11.580796092141826, 1.512087651650527, -4.227272905642983, -22.329434804951795, 670.2209710322695, 0.14259288105912313, 0.035319010416666664, 855.5125528788528, 1321.2425595238096, 35.272602071414276, 0.13266738912197779, 0.0, 2202.7978515625]",5,1
"[696.2722861430341, -22.117284842490783, -16.17352864912026, 13.438661578308903, -41.56887874596217, 1.8975882795006467, -7.291560452487283, 15.089790104587449, 38.66908540380899, 42.41583380059353, 21.634152901988553, -20.15850179265222, -31.624463876944475, 1253.772759801018, 0.08752743756953509, 0.07154482886904762, 1113.833449184004, 2633.5565476190477, 33.89391929073451, 0.5656971337687489, 144.23076923076923, 13139.736328125]",7,0
"[454.81749444737636, 9.863104584323597, 6.159971387959252, 13.679295620935566, 8.094890722994926, 5.0039109544296165, 8.864922492228144, 7.729356175970905, 2.518356829518856, 6.6975241256555345, 7.080095369086437, 1.8416602702309341, 4.669757601688002, 820.8368095868329, 0.24441971807616464, 0.052164713541666664, 982.539340931565, 1883.2465277777778, 20.13350202404793, 0.032719202268104666, 0.0, 394.02630615234375]",4,1
"[667.1602943838992, -81.97932127101251, -17.10730569204745, 0.6288987349884521, 21.01418701524349, 8.306891666656481, 29.51255533905913, 20.918208964744498, -23.891637745331956, 5.9938271662426414, 25.636104565963084, -12.123596649871397, 12.653676334330997, 2908.164553611457, 0.08817960168066664, 0.23345656622023808, 1588.3577320480001, 5660.652281746032, 26.589889491587922, 0.48615444129755986, 144.23076923076923, 10883.890625]",2,0
"[514.5708596194537, 27.826284700583884, -5.25475262179234, -7.471585095803739, 8.765432676914378, 18.235568867109983, 9.437140696949639, -8.333513989674445, -10.600474757533672, 5.909752632946781, 13.974138277861636, 1.9687238307693986, -10.501897534734118, 1549.2375232796194, 0.10929839547564464, 0.15506804935515872, 988.0990430355935, 1871.4657738095239, 19.766341326251545, 0.04992264003967887, 0.0, 671.0072631835938]",4,0
"[788.6447249033467, 72.46155299697882, -16.2963576466021, 27.732355239813288, 6.254620476987724, 8.601117607338045, -5.657354942697011, 3.097579978677115, -1.266893264573747, 9.544160014749885, -10.409788313191813, -3.6051635287822226, -7.8800682164797875, 1082.073829381709, 0.1577059833989175, 0.041178385416666664, 1383.137283069368, 2133.308531746032, 26.72089092507152, 0.7863950496358689, 117.1875, 5774.63037109375]",8,0
"[770.8264764961914, 49.70832024575823, -31.902825860816687, 21.0173046167193, 3.747436965819996, -0.5509019690751744, -4.932105618823839, -5.8014987162735485, -11.113915730429122, -0.8501591388817376, -7.188300494865723, 4.8319033910865805, -5.990513195936369, 1348.6435136454963, 0.13391277567605586, 0.08232189360119048, 1228.41472190886, 2411.3343253968255, 28.085958358681513, 0.8463529861808635, 104.16666666666667, 6136.45849609375]",8,0
"[540.0347061894573, 6.497171445649258, 3.177676213958088, 2.7550992754546395, 2.5557584138328826, 2.326292036586181, 2.625795932002469, 2.6080312659001814, 2.3523607450482693, 2.3169598348167955, 2.5048261246429258, 2.4235887221629673, 1.9104327838690538, 171.99720342021473, 0.08053196031179238, 0.0028599330357142855, 259.809268797777, 400.29761904761904, 14.82140539592046, 0.00016685275510198929, 0.0, 470.10687255859375]",5,0
"[688.8692164078548, 113.04508363711174, -3.850644249703093, 2.1719089372395084, -3.0607050668032483, -2.1929557919514964, 1.26019988825403, -0.9383257485727434, 0.38016773185026564, -1.6013874322077164, -1.9699154501718887, -3.247790389386191, -3.6893224504613937, 455.1689690418316, 0.13048081586078428, 0.03154451884920635, 539.587304407515, 733.0729166666666, 23.585661628547918, 1.2653139811288368, 125.0, 4753.14892578125]",0,2
"[520.4578095636157, 28.551072719607216, 19.14164427055566, 20.71159003027711, 10.543864282505718, 2.37979059111841, 8.16614261392611, 9.121340962078813, -5.9584153974811125, 7.97365802735358, 9.71530467623339, 4.746870395621821, 19.37870151348482, 450.52457569046226, 0.1713987074395951, 0.013536241319444444, 921.9051261658996, 1075.5208333333333, 26.762465995441993, 0.20017037170480284, 117.1875, 1387.339599609375]",0,2
"[491.9548825302715, 10.043246598724986, 9.347975201018514, 8.628831574798953, 6.996218546707687, 5.5542766210064745, 3.448453199030874, 1.8420014935727165, 0.18699344360719922, -1.5247238936867977, -3.388075032109156, -4.606840213345793, -6.133849773161524, 608.1085654911643, 0.09596795592966838, 0.01813228546626984, 782.9914775057257, 1186.1979166666667, 22.449609110955866, 0.00811205257558991, 0.0, 726.1135864257812]",5,0
"[667.527637826286, 28.888289883954293, -49.986383311659765, -23.57511825098026, -24.02633165626989, -16.10674860818187, -38.405435019281946, -11.220210755757359, -25.246182886936946, -19.250580892272787, -13.33873479176385, -26.32098799379654, -3.7954811181702883, 3110.2266368740584, 0.16275808658625687, 0.5583534846230159, 1930.4021176430774, 4822.792658730159, 15.37914152949579, 2.170551065064429, 125.0, 482.316650390625]",3,1
"[549.8269434191233, 42.86649996231243, 33.77016167192662, 29.53297113671679, 24.542414827172994, 20.801740813120535, 17.01094493225495, 14.13360058020162, 11.506700085063889, 9.593417836076153, 8.145259015781368, 7.275605106296849, 6.2187618341372835, 128.48593326657144, 0.2600801154410026, 0.005805121527777778, 369.3709312866162, 164.18650793650792, 19.853923029756512, 0.011424759116131373, 117.1875, 2025.8294677734375]",0,2
"[541.4110624750601, 20.91433047026493, 19.293650182547612, 17.4506926757067, 15.881427308459198, 14.587288585698078, 13.347652216007285, 12.064168797121905, 10.77380102701562, 9.453650281461082, 7.985751986610872, 6.34279290683665, 4.704111180316218, 921.7034410726482, 0.2545054829983476, 0.025185236855158732, 1159.513381137892, 1836.4335317460318, 19.169454330877816, 0.006804776170706015, 0.0, 1670.90869140625]",5,0
"[601.1925706954273, 20.886723963066448, -45.304842100734675, 46.837986651539175, 13.304048413904587, -3.1773091048661013, 30.416155833464494, 16.713252645390842, 2.8766698288590993, -20.820690400212655, -25.443517732629452, 9.898760435780282, 13.62307494651882, 1893.4311123879627, 0.12133555007973704, 0.23014322916666666, 557.7663872614519, 2396.0193452380954, 29.02047009642803, 0.7002620326689702, 58.59375, 5772.16259765625]",6,1
"[431.7684067741054, -11.783394800615744, 4.460820540660604, 5.837033191811079, -3.336597721657421, -1.3248746854864477, 10.190806714912828, -8.959195116041473, 4.032808824297613, 8.205053595549009, -12.609362486765662, 12.90075983808593, -4.396449691498985, 2595.8279216422347, 0.06609589307202404, 0.2373589409722222, 967.1205368654895, 3952.0709325396824, 28.034993309168797, 0.009770855181162701, 0.0, 787.9038696289062]",0,2
"[658.1308040050002, 64.44127410065921, -43.2348899410743, 13.013336247710377, -10.014489280747389, -12.6529536484666, -21.58076387922216, 22.3714714021598, 9.467829361266965, 9.279961795447333, 11.05549563537681, -31.529208063302136, -6.539337757497899, 1261.6648043961613, 0.12279106337732221, 0.1345951140873016, 758.3276897294909, 2036.3343253968253, 29.662944707522353, 0.4209280350848992, 69.44444444444444, 9310.654296875]",6,1
"[562.5098451788446, 58.088635369844326, -7.743731577087523, 2.221664359467843, -4.249992080096503, 2.9379172324758644, -1.3732098279532903, -4.719438048531958, -1.7201459752600177, 2.0909601103766366, -2.5499517377940064, -4.032302683528414, -2.439794816469811, 2111.023230364104, 0.2587404453066696, 0.10881308903769842, 1506.404878928057, 3732.0808531746034, 21.593895622547098, 0.6811489241117574, 267.85714285714283, 1063.8563232421875]",3,0
"[619.582541616218, 84.40177774843188, 43.599795662909735, 37.3848412597759, 28.06121418602684, 20.24192715744341, 12.073278266058676, 7.344442414143637, 2.9107290105679953, 0.7513743975314285, -1.6723417400304912, -2.61918284334984, -3.833137989592023, 311.61614934965866, 0.2326850631239645, 0.01376100570436508, 403.6234228883774, 643.6011904761905, 23.12808719122145, 0.18648954528186984, 117.1875, 7245.798828125]",3,1
"[499.3906435676331, -2.9347635821644436, -14.65870125176225, 12.765173859385568, 6.068132306076836, -13.783557118828691, 4.766304620316978, 10.77938082342617, -12.214201107596427, -0.9979450369359053, 13.27956641664562, -8.378108239584712, -6.686271588527759, 1998.483115915191, 0.12602475182373057, 0.2301703559027778, 339.5700570864341, 2141.183035714286, 23.926872316410645, 0.11586830215795717, 117.1875, 2487.24951171875]",3,1
"[314.2770217477304, 7.6878609560706845, 1.084923105468754, -1.546138023961912, -4.3394090223373345, -8.316354861326495, -13.805780102482654, -14.670624473108901, -8.540442946908438, 5.0540072807366, 13.22127794913271, 11.993292787044163, 7.224867016068203, 1248.2154666196996, 0.12470559184252791, 0.07936895461309523, 1154.5445067305677, 1732.0808531746031, 21.060404714981654, 0.015723962164839393, 117.1875, 248.6033172607422]",0,2
"[470.6590984262402, -12.347414970872084, 4.108782271286689, 14.3241699867268, -0.3780171246627041, -1.9023686886199707, 13.77974716880076, 5.525151340660867, -12.63042000623211, 27.416579569474376, -10.557644686861973, 3.8371809224966524, 12.844489612037663, 3243.7000527517234, 0.10637847065703396, 0.34392051091269843, 1621.8624967325643, 5605.778769841269, 29.874882851292508, 0.001599573768415713, 0.0, 2036.0418701171875]",0,2
"[604.5992886281373, 97.2003345579784, 75.33867886560076, 51.31640402241946, 31.576944145289804, 18.762309134221827, 12.976046527597566, 11.508624394817662, 11.252415821266819, 10.769879206981159, 9.821242547369096, 8.809543497166002, 8.124347226623334, 138.15609846996304, 0.47051857420810994, 0.004398406498015873, 234.41580036719728, 293.9608134920635, 19.23146527056313, 0.18611336199342357, 0.0, 7470.458984375]",0,2
"[573.9139261035884, 26.02637166306035, -2.588220600034252, -13.78246415561505, -15.504476835476702, -6.943746317190657, 7.201480329651367, 19.00840277878626, 15.855525530936879, 1.5685008884607308, -12.61508006599723, -12.771280431193421, -3.5559608654344044, 1133.931890146348, 0.07692545892203223, 0.068603515625, 1003.6828318499136, 2029.9479166666667, 26.345423691173615, 0.24100055843278817, 0.0, 1688.0223388671875]",4,1
"[670.3313813641548, 125.01280762925505, 16.46730283866677, 10.40813987089193, -6.32144097973891, -11.330000241952094, 1.188280296850546, -8.710207227743405, -14.181803723279014, -4.540839716470927, 0.24474495460164472, 4.1911419689761855, 1.3993296618338031, 415.57067175784056, 0.11797465224683717, 0.036900111607142856, 323.70518169259884, 598.2762896825396, 29.64911460814173, 0.45260494411903773, 34.09090909090909, 9755.509765625]",6,1
